address,city,date_of_sale,sold_price,type,bedrooms,bathrooms,sq_ft,lot_sqft,build_age,stories,garage,hoa_fee,school_score,median_income,dist_bart_miles,unemployment,interest_rate
2735 Calpine Pl,Concord,1/26/24,860000,Single-family,3,2.0,1148,9000.0,57,1.0,2,0.0,9,104194.0,1.9302936044007708,5.4,6.86
3908 Elkwood Ct,Concord,1/26/24,915000,Single-family,5,2.0,2614,10625.0,62,2.0,2,0.0,9,137432.0,1.2880064148123058,5.4,6.86
3502 Tanager Cir,Concord,1/26/24,725000,Single-family,4,2.0,1571,6000.0,65,1.0,2,0.0,9,104844.0,0.4188461466359126,5.4,6.86
4864 Cherokee Dr,Concord,1/25/24,685000,Single-family,3,2.0,1248,9300.0,65,1.0,2,0.0,9,124713.0,2.971384983397098,5.4,6.86
106 Cordova Way,Concord,1/24/24,765000,Single-family,3,2.0,1251,6840.0,79,1.0,1,0.0,9,89796.0,0.3075878329668833,5.4,6.86
2555 Hamilton Ave,Concord,1/24/24,735000,Single-family,3,2.0,1238,6000.0,63,1.0,2,0.0,9,118906.0,0.2688025873864492,5.4,6.86
1740 Mayette Ave,Concord,1/23/24,730000,Single-family,4,2.0,1138,6720.0,71,1.0,0,0.0,9,90375.0,1.4237506364920758,5.4,6.86
1265 Grimmwood Pl,Concord,1/23/24,875000,Single-family,3,2.0,1774,6752.0,42,1.0,2,0.0,9,167167.0,2.080894219617008,5.4,6.86
4036 Lillian Dr,Concord,1/23/24,700000,Single-family,3,1.0,1528,9709.0,75,1.0,0,0.0,9,123964.0,1.6420955399117172,5.4,6.86
4360 Eagle Peak Rd Apt A,Concord,1/22/24,550000,Townhome,2,1.0,1180,0.0,51,1.0,2,0.0,9,167167.0,2.1278024228049217,5.4,6.86
1405 Darlene Dr,Concord,1/22/24,650000,Single-family,3,1.0,1249,27900.0,77,1.0,0,0.0,9,90375.0,1.4524145709489742,5.4,6.86
5425 Concord Blvd Apt B4,Concord,1/22/24,315000,Condo,1,1.0,762,0.0,46,1.0,0,413.0,9,129617.0,2.74509469876278,5.4,6.86
2919 LA Salle Ave,Concord,1/22/24,335000,Single-family,3,1.0,1496,6000.0,73,1.0,0,0.0,9,98151.0,1.1162925998973008,5.4,6.86
,Concord,1/18/24,798000,Single-family,3,2.0,1359,7488.0,65,1.0,2,0.0,9,,1.9744065901316707,5.4,6.95
2890 Treat Blvd Unit 20,Concord,1/17/24,420000,Townhome,2,1.0,947,0.0,52,1.0,0,518.0,9,213929.0,1.632725937162065,5.4,6.95
815 San Simeon Dr,Concord,1/17/24,635000,Townhome,2,2.0,1121,0.0,53,1.0,0,0.0,9,104194.0,2.1560533372282,5.4,6.95
5510 Arizona Dr,Concord,1/16/24,690000,Single-family,3,2.0,1128,7000.0,67,1.0,2,0.0,9,100417.0,3.369482462482075,5.4,6.95
3605 Wren Ave,Concord,1/16/24,650000,Single-family,3,2.0,1566,9148.0,89,1.0,0,0.0,9,89796.0,1.1878940097554684,5.4,6.95
1033 Mohr Ln Apt D,Concord,1/12/24,370000,Condo,2,1.0,854,0.0,53,1.0,1,450.0,9,73873.0,1.290087928277538,5.4,6.95
4136 Phoenix St,Concord,1/12/24,1050000,Single-family,4,2.0,1795,7200.0,63,1.0,2,0.0,9,123964.0,2.01773802987931,5.4,6.95
896 Saint John Cir,Concord,1/12/24,925000,Single-family,4,2.0,1579,8450.0,47,1.0,2,0.0,9,104194.0,1.714957449578236,5.4,6.95
5450 Kirkwood Dr Apt B1,Concord,1/12/24,515000,Condo,2,2.0,1274,0.0,45,2.0,1,600.0,9,129617.0,2.650348934080645,5.4,6.95
2857 Ponderosa Dr,Concord,1/12/24,669000,Single-family,3,2.0,1200,6325.0,79,1.0,1,0.0,9,104844.0,0.7935964251453187,5.4,6.95
1163 Via Doble,Concord,1/11/24,920000,Single-family,4,2.0,2067,10200.0,57,1.0,0,0.0,9,190882.0,3.953675781139696,5.4,6.95
,Concord,1/11/24,1025000,Single-family,4,2.0,2167,7470.0,48,2.0,3,103.0,9,,3.1717116334038997,5.4,6.95
2355 Crystal Ave,Concord,1/11/24,610000,Single-family,2,1.0,876,4400.0,84,1.0,1,0.0,9,104844.0,0.8476742554106624,5.4,6.95
4853 Wolf Way,Concord,1/11/24,499000,Townhome,2,2.0,1378,0.0,53,2.0,0,0.0,9,103401.0,2.9494864421391327,5.4,6.95
4693 Brenda Cir,Concord,1/11/24,870000,Single-family,3,2.0,1450,7500.0,64,1.0,2,0.0,9,123964.0,2.705879923327927,5.4,6.95
4081 Clayton Rd Apt 215,Concord,1/10/24,349900,Condo,2,1.0,889,0.0,54,1.0,0,676.0,9,123964.0,1.6905643028094437,5.4,6.95
2838 Royal Ann Ln,Concord,1/10/24,570000,Townhome,2,2.0,1178,0.0,53,2.0,2,0.0,9,213929.0,1.566640169416703,5.4,6.95
1851 Harrison St Apt 16,Concord,1/10/24,358000,Condo,2,1.0,816,0.0,46,1.0,0,560.0,9,53737.0,0.6207576636452771,5.4,6.95
3599 Vancouver Way,Concord,1/10/24,720000,Single-family,3,1.0,1026,6000.0,66,1.0,2,0.0,9,104844.0,0.7718747493405738,5.4,6.95
1430 Babel Ln,Concord,1/10/24,790000,Single-family,3,2.0,1358,8712.0,80,1.0,0,0.0,9,120208.0,1.223840666230579,5.4,6.95
1731 Gelbke Ln,Concord,1/9/24,540000,Single-family,4,2.0,1124,7649.0,71,1.0,2,0.0,9,90375.0,1.4287689841922966,5.4,6.95
2758 Broadmoor Ave,Concord,1/8/24,620000,Single-family,4,2.0,1692,7000.0,74,1.0,2,0.0,9,102675.0,1.049153372672536,5.4,6.95
5311 Paso Del Rio Way,Concord,1/8/24,950000,Single-family,3,2.0,1692,1692.0,42,1.0,2,0.0,9,190882.0,4.015443979935083,5.4,6.95
3049 Justin Way,Concord,1/5/24,660000,Single-family,3,2.0,1161,5400.0,72,1.0,1,0.0,9,104844.0,0.4991583677980713,5.4,6.95
1479 Cape Cod Way,Concord,1/5/24,695000,Single-family,4,2.0,1160,5500.0,73,2.0,0,0.0,9,120208.0,1.775093347971903,5.4,6.95
1413 Julia Ln,Concord,1/5/24,957500,Condo,3,2.0,1558,0.0,3,2.0,0,0.0,9,,0.9405512550737324,5.4,6.95
1640 Laguna St Apt H,Concord,1/4/24,279000,Condo,1,1.0,644,0.0,56,1.0,1,563.0,9,68182.0,0.6854930466308379,5.4,6.95
3563 Hillsborough Dr,Concord,1/4/24,828000,Single-family,3,2.0,1707,6300.0,66,1.0,2,0.0,9,104844.0,0.6662010981832295,5.4,6.95
1935 Jameson Ct,Concord,1/4/24,802000,Single-family,3,2.0,1548,7650.0,50,1.0,2,0.0,9,129617.0,2.7355155349817544,5.4,6.95
1412 Whitewood Pl,Concord,1/4/24,730000,Single-family,3,2.0,1176,7000.0,70,1.0,2,0.0,9,81842.0,0.5708628585724996,5.4,6.95
2275 Charlotte Ave,Concord,1/4/24,710000,Single-family,4,2.0,1387,7665.0,67,1.0,2,0.0,9,61658.0,1.8598159798640197,5.4,6.95
1831 Las Ramblas Dr,Concord,1/4/24,800000,Single-family,3,2.0,1657,6750.0,52,1.0,2,0.0,9,129617.0,2.816520361187709,5.4,6.95
3461 Moretti Dr,Concord,1/4/24,590000,Single-family,4,2.0,1136,6930.0,73,1.0,0,30.0,9,118906.0,0.0525443250669469,5.4,6.95
1229 Krona Ln,Concord,1/3/24,1300000,Single-family,5,3.0,3168,17700.0,53,2.0,2,0.0,9,190882.0,3.937834863883985,5.4,6.95
1014 Heckmann Ln,Concord,1/3/24,1354900,Single-family,4,3.0,2236,3964.0,3,2.0,2,202.0,9,,1.6928726220904673,5.4,6.95
4372 Pembroke Dr,Concord,1/3/24,159500,Single-family,3,2.0,1250,7500.0,66,1.0,2,0.0,9,167167.0,2.204646604640545,5.4,6.95
1051 Dale Pl,Concord,1/3/24,625000,Single-family,3,1.0,956,8100.0,76,1.0,2,0.0,9,73873.0,1.704704815044008,5.4,6.95
2851 Laguna St,Concord,1/2/24,780000,Single-family,3,2.0,1394,6250.0,74,1.0,0,0.0,9,175208.0,0.1961358183101829,5.4,6.95
2027 Bonifacio St,Concord,1/2/24,730000,Single-family,6,2.0,1745,6250.0,111,2.0,0,0.0,9,104844.0,0.5680853309794441,5.4,6.95
5345 Paso Del Rio Way,Concord,12/29/23,1020000,Single-family,4,2.0,2135,6300.0,41,2.0,2,0.0,9,190882.0,3.993670396544745,4.9,6.95
2525 Walters Way Apt 15,Concord,12/29/23,405000,Condo,3,2.0,914,0.0,48,2.0,0,420.0,9,81842.0,0.7793477778647746,4.9,6.95
1036 Oak Grove Rd Apt 74,Concord,12/29/23,340000,Condo,1,1.0,671,0.0,55,1.0,1,459.0,9,61658.0,1.5129636032808322,4.9,6.95
985 Rolling Woods Way,Concord,12/29/23,1350000,Single-family,4,3.0,3280,8000.0,28,2.0,3,93.0,9,190882.0,4.207279067690901,4.9,6.95
1842 Madison Ct,Concord,12/29/23,925000,Single-family,4,2.0,1700,8500.0,64,2.0,2,0.0,9,123964.0,2.291444011442674,4.9,6.95
825 Oak Grove Rd Apt 8,Concord,12/29/23,450000,Condo,2,1.0,922,0.0,56,1.0,1,0.0,9,,1.8444944414704527,4.9,6.95
2331 Mountain View Dr,Concord,12/29/23,710000,Single-family,3,2.0,1349,5500.0,84,1.0,1,0.0,9,104844.0,0.7852759439823416,4.9,6.95
4440 Eagle Peak Rd Apt B,Concord,12/29/23,555000,Townhome,3,2.0,1408,0.0,51,2.0,1,608.0,9,167167.0,2.21320649740972,4.9,6.95
1374 Washington Blvd,Concord,12/28/23,815000,Single-family,3,2.0,1128,6000.0,67,1.0,1,0.0,9,100417.0,3.46084679835527,4.9,6.95
5420 Roundtree Ct Apt A,Concord,12/28/23,410000,Townhome,2,1.0,914,0.0,56,1.0,0,0.0,9,100417.0,3.4590870582374103,4.9,6.95
1874 Camino Estrada,Concord,12/28/23,850000,Single-family,4,2.0,1861,9900.0,49,1.0,2,0.0,9,129617.0,2.8758458319542566,4.9,6.95
1200 Mesa St,Concord,12/26/23,650000,Single-family,4,2.0,2542,9338.0,81,2.0,4,0.0,9,175208.0,0.3795275169271029,4.9,6.95
4048 Kimberly Pl,Concord,12/23/23,740000,Single-family,3,2.0,1244,6721.0,74,1.0,2,0.0,9,120208.0,1.6252472831578448,4.9,6.89
3671 Sanford St,Concord,12/22/23,805000,Single-family,5,3.0,2272,8400.0,49,1.0,2,0.0,9,104844.0,0.7210549049319354,4.9,6.89
1628 Armstrong Ct,Concord,12/22/23,715500,Townhome,3,2.0,1445,0.0,49,2.0,0,0.0,9,123964.0,2.2466476353593183,4.9,6.89
1505 Kirker Pass Rd Apt 211,Concord,12/22/23,426000,Condo,2,2.0,833,0.0,41,1.0,1,423.0,9,122982.0,2.9809197072423737,4.9,6.89
4650 Greenbush Dr,Concord,12/22/23,847500,Single-family,3,2.0,1690,7500.0,60,1.0,2,0.0,9,123964.0,2.6616214139248844,4.9,6.89
4113 Forestview Ave,Concord,12/22/23,799000,Single-family,3,2.0,1349,7000.0,70,1.0,2,0.0,9,137432.0,1.9643933333026369,4.9,6.89
4364 Cheltenham Ct,Concord,12/22/23,775000,Single-family,4,2.0,1204,7548.0,69,1.0,0,0.0,9,167167.0,2.182449416511386,4.9,6.89
3515 Northwood Dr Unit B,Concord,12/21/23,470000,Townhome,3,1.0,1240,0.0,55,2.0,2,0.0,9,98151.0,0.9518165353595232,4.9,6.89
1398 San Carlos Ave,Concord,12/21/23,620000,Single-family,2,1.0,720,8050.0,83,1.0,1,0.0,9,175208.0,0.2879178909192982,4.9,6.89
3641 Clayton Rd Apt 31,Concord,12/21/23,410000,Condo,2,2.0,1160,0.0,44,1.0,0,375.0,9,89796.0,1.2106475557725525,4.9,6.89
5210 Heritage Dr,Concord,12/21/23,1300000,Single-family,4,2.0,3010,10019.0,25,2.0,3,0.0,9,122982.0,2.6936635972315432,4.9,6.89
864 Madigan Ave,Concord,12/20/23,755000,Single-family,3,2.0,1266,6000.0,63,1.0,2,0.0,9,104194.0,1.9066542516035123,4.9,6.89
5283 Grasswood Ct,Concord,12/20/23,630000,Townhome,2,2.0,930,0.0,41,1.0,2,0.0,9,190882.0,3.874646998118936,4.9,6.89
1309 Tapestry Ln,Concord,12/19/23,705000,Single-family,4,2.0,1548,2011.0,21,2.0,2,148.0,9,90375.0,1.1802142662246884,4.9,6.89
5085 Valley Crest Dr Apt 289,Concord,12/19/23,469900,Condo,2,1.0,1200,0.0,42,2.0,0,458.0,9,119539.0,3.095346093274632,4.9,6.89
1872 Queens Rd,Concord,12/19/23,780000,Single-family,4,3.0,1549,7080.0,66,1.0,2,0.0,9,137432.0,1.1774981620260367,4.9,6.89
1700 Laguna St Apt F,Concord,12/18/23,300000,Condo,2,1.0,884,0.0,56,1.0,1,608.0,9,68182.0,0.6339735659209377,4.9,6.89
884 Malibu Dr,Concord,12/18/23,737500,Single-family,3,2.0,1036,4560.0,43,1.0,2,0.0,9,104194.0,1.9264809696574776,4.9,6.89
5514 Florida Dr,Concord,12/18/23,800000,Single-family,3,2.0,1355,8260.0,61,1.0,2,0.0,9,100417.0,3.8737383703026023,4.9,6.89
825 Oak Grove Rd Apt 68,Concord,12/15/23,305000,Condo,1,1.0,696,0.0,56,1.0,0,422.0,9,,1.7892339820492429,4.9,6.89
1980 Gilardy Dr,Concord,12/15/23,881000,Single-family,3,2.0,1607,7600.0,75,1.0,2,0.0,9,73873.0,1.724394910725768,4.9,6.89
1883 Renee Way,Concord,12/15/23,1470000,Single-family,4,3.0,3006,20081.0,28,1.0,3,0.0,9,122982.0,2.369769381650708,4.9,6.89
1480 Apple Dr,Concord,12/15/23,839000,Single-family,3,2.0,1704,9350.0,76,1.0,1,0.0,9,73873.0,1.694495239931538,4.9,6.89
1416 Sunshine Dr,Concord,12/13/23,725000,Single-family,3,2.0,1162,5600.0,70,1.0,2,0.0,9,90375.0,1.6042268922448866,4.9,6.89
1710 Shellwood Dr,Concord,12/13/23,869000,Single-family,3,2.0,1532,9000.0,57,1.0,2,0.0,9,124713.0,2.726066049391876,4.9,6.89
4620 Lincoln Dr,Concord,12/13/23,932500,Single-family,4,2.0,1798,8000.0,63,2.0,2,0.0,9,123964.0,2.2162962378733533,4.9,6.89
1455 Latour Ln Apt 25,Concord,12/12/23,427000,Condo,2,1.0,904,0.0,45,1.0,1,468.0,9,103401.0,2.721283941347852,4.9,6.89
5006 Olive Dr,Concord,12/12/23,635000,Single-family,3,1.0,1059,8466.0,71,1.0,2,0.0,9,124713.0,2.6824179645250545,4.9,6.89
3641 Clayton Rd Apt 1,Concord,12/12/23,410000,Condo,2,1.0,800,0.0,44,1.0,0,375.0,9,89796.0,1.1980745827933663,4.9,6.89
3051 Treat Blvd Apt 55,Concord,12/12/23,332000,Condo,1,1.0,730,0.0,55,1.0,0,0.0,9,104194.0,1.983990806322755,4.9,6.89
1843 Madison Ct,Concord,12/11/23,775000,Single-family,3,2.0,1503,8500.0,64,1.0,2,0.0,9,123964.0,2.2894498080970886,4.9,6.89
1159 Southridge Ct,Concord,12/11/23,1050000,Single-family,4,2.0,1842,12000.0,54,1.0,2,0.0,9,144674.0,1.4892696691112155,4.9,6.89
325 Wellington Ave,Concord,12/11/23,565000,Single-family,2,2.0,1500,6560.0,108,2.0,0,0.0,9,138875.0,2.43409403065267,4.9,6.89
743 Sunflower Ct,Concord,12/8/23,1067500,Single-family,3,2.0,1979,8075.0,52,2.0,2,0.0,9,146784.0,2.2744969421564223,4.9,6.89
1815 Landana Dr,Concord,12/8/23,744000,Single-family,4,2.0,1578,7800.0,64,1.0,0,0.0,9,137432.0,1.535765292200508,4.9,6.89
2001 Olivera Rd Apt B,Concord,12/8/23,374900,Townhome,2,1.0,975,0.0,55,2.0,0,365.0,9,98151.0,1.2648164797031258,4.9,6.89
5455 Kirkwood Dr Apt C2,Concord,12/8/23,315000,Condo,1,1.0,696,0.0,46,1.0,0,405.0,9,129617.0,2.565752887856449,4.9,6.89
4790 Matheson Ct,Concord,12/7/23,940000,Single-family,4,2.0,2212,4891.0,22,2.0,2,0.0,9,124713.0,2.826074578225998,4.9,6.89
101 Summerwood Pl,Concord,12/7/23,800000,Townhome,3,2.0,1962,0.0,55,2.0,2,425.0,9,104194.0,2.047437172321876,4.9,6.89
2145 Northwood Cir Unit C,Concord,12/7/23,350000,Condo,2,1.0,870,0.0,47,1.0,0,508.0,9,98151.0,0.900230273750692,4.9,6.89
4715 Springwood Way,Concord,12/7/23,1050000,Single-family,4,2.0,2260,9800.0,36,1.0,3,0.0,9,124713.0,2.7906782328763677,4.9,6.89
843 Madigan Ave,Concord,12/5/23,790000,Single-family,4,2.0,1403,6100.0,63,1.0,2,0.0,9,104194.0,2.033310220956448,4.9,6.89
,Concord,12/4/23,1100000,Single-family,3,2.0,1290,32015.0,71,1.0,2,0.0,9,,2.1820725464901782,4.9,6.89
3104 San Ramon Rd,Concord,12/4/23,650000,Single-family,3,1.0,1068,5400.0,76,1.0,1,0.0,9,118906.0,0.6635320284295047,4.9,6.89
1591 Ellis St Apt 219,Concord,12/4/23,305000,Condo,1,1.0,646,0.0,57,1.0,1,0.0,9,68182.0,0.5683657456587875,4.9,6.89
2690 Lyon Cir,Concord,12/4/23,1050000,Single-family,4,3.0,1644,7500.0,57,1.0,2,0.0,9,104194.0,2.0848949629915765,4.9,6.89
2535 Lynn Ave,Concord,12/1/23,680000,Single-family,4,2.0,1392,11200.0,76,1.0,2,0.0,9,81842.0,0.6696838158048961,4.9,6.89
4566 Lincoln Dr,Concord,12/1/23,910000,Single-family,4,2.0,1728,8000.0,63,2.0,2,0.0,9,123964.0,2.217537844798965,4.9,6.89
1728 Denkinger Rd,Concord,12/1/23,580000,Single-family,4,2.0,1646,8000.0,64,1.0,0,0.0,9,123964.0,2.322553920713976,4.9,6.89
1283 Stephanie Ct,Concord,12/1/23,1020000,Single-family,4,2.0,1991,10500.0,55,1.0,2,0.0,9,167167.0,2.3180380870384463,4.9,6.89
1219 Illinois Ct,Concord,12/1/23,950000,Single-family,5,3.0,2257,7000.0,57,1.0,2,0.0,9,100417.0,3.798249868226428,4.9,6.89
3036 Bertram Ct,Concord,12/1/23,650000,Single-family,3,2.0,1301,5400.0,72,1.0,1,0.0,9,104844.0,0.6037704128996284,4.9,6.89
1505 Kirker Pass Rd Apt 168,Concord,12/1/23,400000,Condo,2,1.0,744,0.0,41,1.0,1,379.0,9,122982.0,3.083255251611343,4.9,6.89
4791 Laura Dr,Concord,12/1/23,975000,Single-family,4,2.0,2412,13746.0,70,2.0,2,0.0,9,124713.0,2.3053047847356907,4.9,6.89
5502 Connecticut Dr,Concord,12/1/23,830000,Single-family,4,2.0,1621,7800.0,67,1.0,2,0.0,9,100417.0,3.5404079235583508,4.9,6.89
1334 Rae Anne Dr,Concord,12/1/23,690000,Single-family,4,2.0,1448,5700.0,68,1.0,2,0.0,9,82955.0,1.7461825249342535,4.9,6.89
5523 Pennsylvania Blvd,Concord,11/30/23,725000,Single-family,3,2.0,1158,7000.0,67,1.0,2,0.0,9,100417.0,3.506750164337919,4.8,6.89
4476 Barberry Ct,Concord,11/30/23,1062500,Single-family,4,2.0,1805,5400.0,50,1.0,2,107.0,9,167167.0,2.624435048158636,4.8,6.89
1360 Magnolia Dr,Concord,11/30/23,590000,Single-family,3,2.0,1245,5759.0,71,1.0,2,0.0,9,90375.0,1.4419806165228224,4.8,6.89
970 Stimel Dr,Concord,11/30/23,925000,Single-family,3,2.0,1528,9750.0,63,1.0,2,0.0,9,185556.0,0.8101124617926165,4.8,6.89
2784 Wexford Dr,Concord,11/29/23,699000,Single-family,4,2.0,1260,6300.0,64,1.0,2,0.0,9,118906.0,0.1792327676740143,4.8,6.89
2232 Blackfield Dr,Concord,11/29/23,930000,Single-family,4,3.0,2269,9000.0,77,1.0,2,0.0,9,90375.0,0.972399927641428,4.8,6.89
14 Byron Ct,Concord,11/29/23,1350000,Single-family,3,2.0,2284,11709.0,24,1.0,3,130.0,9,190882.0,4.267351426586363,4.8,6.89
3407 Moretti Dr,Concord,11/28/23,765000,Single-family,4,2.0,1451,6300.0,73,1.0,0,31.0,9,118906.0,0.1225186083022273,4.8,6.89
5321 Grasswood Cir,Concord,11/28/23,635000,Single-family,2,2.0,988,3913.0,41,1.0,2,0.0,9,190882.0,3.91363219532195,4.8,6.77
119 Summerwood Pl,Concord,11/28/23,820000,Townhome,3,2.0,1962,0.0,55,2.0,2,450.0,9,104194.0,2.0336892597744347,4.8,6.77
1449 Julia Ln,Concord,11/24/23,908033,Condo,4,3.0,2143,0.0,3,3.0,2,318.0,9,,0.9372515346227004,4.8,6.77
2791 Pacific St,Concord,11/22/23,525000,Single-family,2,1.0,786,6250.0,87,2.0,1,0.0,9,175208.0,0.1300976008146761,4.8,6.77
730 Santa Ana Ln,Concord,11/22/23,960000,Single-family,4,2.0,1651,9006.0,64,1.0,2,0.0,9,146784.0,2.1925439952521995,4.8,6.77
3183 Esperanza Dr,Concord,11/22/23,679000,Single-family,3,2.0,1141,5785.0,72,1.0,2,31.0,9,118906.0,0.4024383843667875,4.8,6.77
4304 Fallbrook Rd,Concord,11/22/23,890000,Single-family,4,2.0,2307,6000.0,52,2.0,2,32.0,9,103401.0,2.09771170371155,4.8,6.77
1157 Discovery Way,Concord,11/22/23,1150000,Single-family,4,2.0,1716,6089.0,41,2.0,2,0.0,9,190882.0,4.005140829286924,4.8,6.77
1491 Del Rio Cir Unit D,Concord,11/21/23,395000,Condo,2,1.0,854,0.0,57,1.0,1,450.0,9,73873.0,1.421695712100666,4.8,6.77
1153 Saint Timothy Pl Apt 106,Concord,11/21/23,612500,Townhome,3,2.0,1506,0.0,38,2.0,1,360.0,9,144674.0,1.8745018594103984,4.8,6.77
2032 Beach St,Concord,11/20/23,589000,Single-family,3,2.0,1188,5220.0,84,1.0,0,0.0,9,118906.0,0.4992682050035323,4.8,6.77
2837 Kay Ave,Concord,11/20/23,605000,Single-family,3,1.0,1089,6534.0,76,1.0,2,0.0,9,102675.0,1.1011388187664128,4.8,6.77
4351 Dorset Ct,Concord,11/20/23,799000,Single-family,3,2.0,1135,7275.0,69,1.0,2,0.0,9,167167.0,2.1548343433151733,4.8,6.77
2830 Eastgate Ave,Concord,11/20/23,630000,Single-family,3,2.0,1116,6300.0,71,1.0,2,0.0,9,102675.0,1.014327535125685,4.8,6.77
2704 Montgomery Ave,Concord,11/20/23,630000,Single-family,3,2.0,1134,6500.0,64,1.0,2,0.0,9,118906.0,0.1192605098984084,4.8,6.77
1711 Berrywood Dr,Concord,11/17/23,1265000,Single-family,4,3.0,2150,11500.0,3,2.0,2,0.0,9,124713.0,2.5699428790833965,4.8,6.77
3642 Crenna Ave,Concord,11/16/23,860000,Single-family,4,2.0,1557,10320.0,69,1.0,2,0.0,9,89796.0,1.1913871046998052,4.8,6.77
1065 Irwin Ct,Concord,11/16/23,1300000,Single-family,4,3.0,3238,13800.0,32,2.0,3,0.0,9,144674.0,1.560213408894522,4.8,6.77
1341 Lexington Rd,Concord,11/16/23,739000,Single-family,4,2.0,1659,8750.0,77,1.0,0,0.0,9,90375.0,1.038555194299634,4.8,6.77
1121 Glenwillow Ln,Concord,11/16/23,1380000,Single-family,4,3.0,2624,10600.0,37,2.0,3,0.0,9,190882.0,4.077736392833538,4.8,6.77
4348 Hazelwood Ln,Concord,11/15/23,1015000,Single-family,5,2.0,1960,8000.0,62,2.0,2,0.0,9,123964.0,2.5591231231952025,4.8,6.77
3517 Torino Way,Concord,11/15/23,1050000,Single-family,3,2.0,1852,6020.0,52,1.0,2,0.0,9,146784.0,2.159152591122633,4.8,6.77
1025 Stimel Dr,Concord,11/14/23,860000,Single-family,3,2.0,1528,8050.0,63,1.0,2,0.0,9,185556.0,1.1056574123670648,4.8,6.77
2348 Panoramic Dr,Concord,11/14/23,707000,Single-family,4,2.0,1396,6500.0,63,1.0,2,0.0,9,104844.0,0.8588953505849334,4.8,6.77
1406 Whitewood Pl,Concord,11/14/23,680000,Single-family,3,2.0,1176,9900.0,71,1.0,2,0.0,9,81842.0,0.5784302748898563,4.8,6.77
1863 Saint Phillip Ct,Concord,11/14/23,676000,Single-family,4,2.0,1536,5880.0,47,2.0,2,0.0,9,89796.0,1.0276567531455902,4.8,6.77
3743 N Ranchford Ct,Concord,11/14/23,843000,Single-family,3,2.0,1836,8100.0,53,1.0,2,0.0,9,104844.0,0.8048491054452901,4.8,6.77
1554 American Beauty Dr,Concord,11/13/23,735000,Single-family,4,2.0,2180,7760.0,62,2.0,2,0.0,9,122982.0,2.929711315684552,4.8,6.77
5450 Concord Blvd Apt A8,Concord,11/13/23,335000,Condo,1,1.0,794,0.0,50,1.0,0,332.0,9,129617.0,2.879453107269297,4.8,6.77
4336 Armand Dr,Concord,11/13/23,858000,Single-family,4,2.0,1892,9375.0,62,1.0,2,0.0,9,123964.0,2.390094359315986,4.8,6.77
1706 Vernier Dr,Concord,11/13/23,875000,Single-family,3,2.0,1249,10800.0,71,1.0,2,0.0,9,89796.0,1.3792226361391435,4.8,6.77
2398 Gehringer Dr,Concord,11/9/23,565000,Single-family,3,2.0,1161,6210.0,72,1.0,1,0.0,9,104844.0,0.4940015780419834,4.8,6.77
1962 N 6th St,Concord,11/9/23,655000,Single-family,3,1.0,1199,5500.0,78,1.0,0,0.0,9,118906.0,0.7433001681268896,4.8,6.77
2109 LA Orinda Pl,Concord,11/8/23,1005000,Single-family,5,3.0,2666,7875.0,51,2.0,2,0.0,9,61658.0,1.658435126429548,4.8,6.77
4279 Chaban Dr,Concord,11/8/23,765000,Single-family,3,2.0,1571,8000.0,63,1.0,2,0.0,9,123964.0,2.5748063442324525,4.8,6.77
2824 Lyon Cir,Concord,11/7/23,795000,Single-family,3,2.0,1148,7500.0,57,1.0,2,0.0,9,104194.0,1.9455865442506004,4.8,6.77
3415 Wren Ave,Concord,11/6/23,600000,Single-family,3,2.0,1596,7700.0,66,1.0,0,0.0,9,89796.0,0.95176125890757,4.8,6.77
1898 Lynwood Dr Apt A,Concord,11/6/23,475000,Townhome,3,1.0,1147,0.0,55,2.0,0,0.0,9,137432.0,1.193587063185218,4.8,6.77
140 Roslyn Dr,Concord,11/6/23,720000,Single-family,3,1.0,1035,8694.0,78,1.0,0,0.0,9,175208.0,0.8545477649535226,4.8,6.77
1445 Bel Air Dr Apt B,Concord,11/6/23,515000,Townhome,2,1.0,1122,0.0,55,2.0,0,380.0,9,103401.0,2.186807722354008,4.8,6.77
3740 Bamboo Ct,Concord,11/6/23,750000,Single-family,3,2.0,1482,7000.0,60,1.0,2,0.0,9,137432.0,1.4580492574196324,4.8,6.77
4493 Barberry Ct,Concord,11/6/23,1075000,Single-family,3,2.0,1726,5520.0,50,1.0,2,0.0,9,167167.0,2.7159254940364543,4.8,6.77
3718 El Campo Ct,Concord,11/6/23,912000,Single-family,3,2.0,1489,13520.0,70,1.0,2,0.0,9,89796.0,1.307944197783179,4.8,6.77
1784 Sharon Dr,Concord,11/3/23,820000,Single-family,3,2.0,1617,7884.0,71,1.0,2,0.0,9,137432.0,1.757924346407962,4.8,6.77
1329 Tapestry Ln,Concord,11/3/23,742000,Single-family,4,2.0,1548,2011.0,21,2.0,2,148.0,9,90375.0,1.1788766118295062,4.8,6.77
1336 Vermont Ave,Concord,11/3/23,735000,Single-family,4,2.0,1360,7000.0,65,1.0,2,0.0,9,100417.0,3.757410074298465,4.8,6.77
1783 Yvonne Ct,Concord,11/2/23,900000,Single-family,4,2.0,1809,10032.0,41,1.0,2,0.0,9,122982.0,2.6820013659134334,4.8,6.77
1911 Gilardy Dr,Concord,11/2/23,832000,Single-family,3,2.0,1500,7000.0,75,1.0,0,0.0,9,73873.0,1.7740706343307038,4.8,6.77
